sample_id,air_volume,cold_air_press,hot_air_press,oxygen,hot_air_temp,coal_rate,humidity,gas_rate,furnace_top_press,upper_press_diff,lower_press_diff,total_press_diff,air_press_ratio,furnace_top_temp_avg,air_speed,furnace_throat_temp,pig,all_quality,consumption,fuel_rate,coke_rate
R2S2_TRAIN_5FEA890E07A3,3792.136114,384.757911,367.944281,6203.802846,1186.254582,37.160085,25.433596,47.955718,219.957751,54.763397,103.163629,157.927026,25.615599,188.272249,281.416576,220.883117,31.369279,57.193375,1.664703,515.375825,331.174471
R2S2_TRAIN_4B5EE4AE8F95,3957.706836,383.923771,379.399828,9163.775825,1187.541319,37.348951,24.865019,46.981237,219.972991,51.066347,106.938349,158.004696,25.000021,154.551528,281.176654,192.356755,32.989561,57.444638,1.649059,514.162259,328.444444
R2S2_TRAIN_01FA76C2F75C,4219.424234,401.035806,386.290438,14960.192379,1186.512152,46.020740,23.550541,47.928568,217.327179,46.847465,119.124743,165.972209,25.258526,151.770793,288.915151,197.680244,34.479804,57.780810,1.651087,524.579037,328.092835
R2S2_TRAIN_2B59E82C64AA,4019.812542,383.390358,370.701374,6253.198017,1194.074621,38.437500,5.812039,48.437790,219.942377,52.781263,103.820947,156.602210,25.920987,165.968567,285.216424,222.752638,31.393602,57.554901,1.656479,505.533440,315.808704
R2S2_TRAIN_8AD5E99EF485,4112.584252,396.604477,383.519161,9138.328654,1187.364318,44.000000,25.592647,48.858460,219.994844,48.160467,109.526069,157.686536,25.621172,126.108397,284.596393,179.136176,32.051534,57.755534,1.644552,504.492454,318.838117
R2S2_TRAIN_5CBE52319663,4151.579339,393.389861,387.000177,12718.154122,1186.410805,41.875000,12.341067,47.957545,219.930985,57.519076,105.079527,162.598603,25.543463,145.149671,287.697123,224.622871,34.422344,57.628817,1.651900,509.838952,321.363559
R2S2_TRAIN_2ED4AAD2A9C7,4138.689191,393.526659,386.010297,8200.257232,1199.879620,41.937500,14.000229,48.251195,220.047085,52.130729,112.495233,164.625962,25.674351,151.064277,287.332808,202.050795,33.183694,57.710382,1.650600,503.395699,316.821737
R2S2_TRAIN_3353CC59C374,4221.841454,386.406815,374.334498,10207.265121,1185.871709,42.062500,12.963632,49.065941,219.996622,48.224190,108.571318,156.795508,26.477287,167.693538,288.127416,194.535073,31.319270,57.289899,1.665912,504.910774,319.595980
R2S2_TRAIN_B7B234E9A7EB,4144.992592,391.895150,380.825085,6206.202312,1189.730413,38.937260,9.872689,48.135836,219.971583,56.125292,105.374551,161.499843,25.656812,171.611147,284.530117,245.224851,32.008863,57.635355,1.658148,497.615039,311.175634
R2S2_TRAIN_337067CEE044,4184.179337,402.234797,388.352648,11968.315707,1200.419056,41.625000,25.767599,47.911718,219.965720,56.927461,105.149494,162.076955,25.446663,153.818297,290.147906,231.357450,34.969182,57.755313,1.646626,517.416298,318.591165
R2S2_TRAIN_29D0B31323A6,4174.560540,400.359401,387.021272,11347.379522,1186.269504,40.775145,5.797073,49.164520,219.955379,54.175110,118.039397,172.214507,25.331200,183.827023,289.176039,214.910882,32.983030,56.211291,1.695200,500.504999,311.702115
R2S2_TRAIN_45F33E89F9B5,4237.545898,402.560757,390.313371,9724.605625,1185.291639,45.062500,11.091091,49.244956,220.027200,55.851490,115.069069,170.920559,24.137302,142.988712,288.658680,194.636505,34.304820,56.986667,1.676612,493.358336,304.774036
R2S2_TRAIN_C0F75B9CF12A,4083.968087,390.846099,380.647239,9453.261071,1187.735404,43.069463,12.357019,48.475107,182.659214,52.479885,110.417957,162.897842,26.183194,145.792199,292.705839,201.944421,34.469560,57.462611,1.653247,513.199962,327.471506
R2S2_TRAIN_C75B5FF2F11A,4133.297955,384.755631,350.663024,9289.878170,1187.472155,43.883059,17.173891,48.706441,215.991652,47.169468,110.988749,158.158217,25.999599,134.202601,287.527451,218.257555,31.486391,57.348599,1.652700,498.877188,316.143749
R2S2_TRAIN_699ED9328CA5,4285.527853,395.495092,385.355178,10636.289221,1199.525199,45.750000,23.975721,48.327241,219.991448,54.380042,112.144391,166.524433,26.088481,145.827258,290.573118,204.924038,34.561218,57.164431,1.666502,523.324535,323.988180
R2S2_TRAIN_041A64F8BFE8,4002.228997,393.882563,379.855019,11998.109046,1185.304736,36.512412,24.157226,46.236353,215.965674,52.703124,107.201292,159.904417,24.281022,160.932517,276.532001,193.657790,31.618730,57.757042,1.653173,532.281854,358.650144
R2S2_TRAIN_B48E149ADD3A,4305.783069,401.917749,387.325493,12843.003722,1200.289861,41.437500,7.128184,48.346099,220.040767,55.732775,112.545988,168.278764,25.890539,184.917862,296.809449,230.235566,34.525760,57.261824,1.665705,505.749279,318.623223
R2S2_TRAIN_3ABEC93230DC,4148.614477,392.018871,379.899906,10491.397472,1200.084187,40.077762,24.563744,48.836901,219.961619,52.832565,107.833187,160.665753,25.439155,146.958648,288.257334,222.906838,33.177620,57.478155,1.650600,530.546475,337.924864
R2S2_TRAIN_780B29BCA395,4098.552845,387.617150,371.439382,8345.231779,1200.020886,39.702855,6.770765,48.425660,213.715722,54.817234,106.005113,160.822347,26.026152,148.673986,291.952094,208.767345,32.970461,57.294332,1.662049,501.472416,312.886939
R2S2_TRAIN_1336B283A8F0,4263.011624,401.449872,391.584198,14960.192379,1130.993137,45.476205,25.024303,46.814828,217.988273,50.435644,125.550017,175.985661,24.187976,175.918068,281.749499,158.052457,34.476608,57.481197,1.654100,524.328264,322.437456
R2S2_TRAIN_BC095354ECCA,4168.147198,390.765930,370.319043,10049.868114,1183.614422,42.937500,21.815809,48.578520,219.979144,48.566084,106.969292,155.535376,26.405646,169.609940,289.996940,214.284051,32.933790,57.310222,1.658341,498.373924,314.749641
R2S2_TRAIN_E1A415CDBED8,4181.921732,380.413907,366.259833,9005.994795,1199.538596,44.904236,6.742717,49.481687,219.985478,48.057608,106.408262,154.465869,26.649639,143.290551,292.158518,225.685136,33.091575,57.109880,1.662300,496.335282,306.336354
R2S2_TRAIN_4571A0298105,4346.482994,401.568374,391.686427,14960.192379,1130.714451,46.934160,16.291828,45.801445,219.760587,49.769038,120.250507,170.019544,26.021420,127.599478,297.987170,151.102531,35.048227,57.110718,1.668755,527.350375,335.479637
R2S2_TRAIN_E2493F715247,3949.078602,388.171184,380.976895,5224.807508,1194.274761,41.389920,20.743882,48.511942,219.933451,50.557629,112.107257,162.664886,24.912571,150.080801,277.427858,239.784819,31.235727,57.601404,1.650577,520.232651,330.668250
R2S2_TRAIN_23D90592FB58,4121.391311,394.553946,386.992322,10390.312012,1183.458943,40.000000,11.063839,48.906856,219.972501,54.595810,116.435466,171.031275,25.536026,151.373743,289.013124,218.410566,34.321498,56.888567,1.667697,503.024329,314.509130
R2S2_TRAIN_E6ADF61E9DE5,4198.645931,401.172409,387.022310,14553.132264,1182.231020,46.000000,8.678653,47.857488,219.929996,54.516797,119.198250,173.715048,23.798630,145.284158,279.516393,171.633383,35.045158,57.490214,1.656000,514.242343,322.322126
R2S2_TRAIN_0DEC6CD754B8,4170.148230,399.819228,387.688920,7846.336978,1186.617595,42.240084,13.760084,48.691246,219.983287,51.879125,116.439736,168.318861,24.450815,216.663503,278.066066,225.672983,34.247730,57.785140,1.650795,510.239278,322.496269
R2S2_TRAIN_F2AE851BCC8F,4183.819089,400.019112,387.133109,10403.109408,1184.848691,42.000000,4.633123,48.217779,217.976944,55.956201,115.002651,170.958852,25.478043,146.145433,288.437426,207.249162,34.373170,57.549027,1.649680,494.149935,304.547933
R2S2_TRAIN_A83AEFD2BB6C,4238.986735,397.581616,384.536749,14416.494393,1171.317317,41.625000,20.104494,46.923609,219.936760,47.358353,117.340865,164.699218,24.917941,155.466903,290.638360,186.128954,34.453213,56.331301,1.668500,501.966003,320.316766
R2S2_TRAIN_B169D5AC575A,4224.664497,392.383155,378.765336,14780.897861,1180.559659,44.057065,25.125931,46.294797,214.988806,46.673888,117.327145,164.001033,25.933108,146.514328,291.332896,140.293036,34.306598,57.027772,1.679463,510.840952,336.118913
R2S2_TRAIN_8A02CC0B1194,3843.365403,391.974104,380.848306,8972.372821,1195.352665,41.875000,10.418707,48.528668,219.944209,53.719764,108.459330,162.179094,25.056180,169.524577,279.388049,230.928198,31.776433,57.534126,1.649192,507.413592,319.978661
R2S2_TRAIN_0B9440876FDC,4245.161162,395.779514,382.285112,13558.949443,1187.777403,41.187500,19.173152,46.652934,219.952868,51.738388,113.994332,165.732720,26.052676,157.680063,293.337117,193.132468,34.514218,57.627246,1.655425,504.959422,320.522504
R2S2_TRAIN_60AF13C90368,4005.345298,365.178420,341.093517,6032.566152,1199.862988,35.842624,24.989184,47.496848,219.954645,53.426359,106.499903,159.926261,25.833448,145.073502,287.465948,237.763531,31.312010,57.387184,1.659300,515.521337,338.299925
R2S2_TRAIN_9A1DA6CF1F2D,4208.796103,395.594582,386.227678,10281.751053,1188.303262,42.250000,11.853126,48.978855,219.990487,55.471097,105.840387,161.311484,25.015616,157.664148,290.198161,225.180195,34.441046,57.932902,1.640953,494.911934,314.982680
R2S2_TRAIN_0892DFFAF7E0,4116.667411,395.542033,387.933039,14328.455947,1175.192766,41.875000,25.146668,47.014981,188.921619,49.721203,117.297528,167.018730,24.120651,163.060633,282.512890,185.158225,34.451506,56.883234,1.665870,525.752340,340.283043
R2S2_TRAIN_0B9415D50912,4160.666034,391.593849,380.568699,9801.508349,1186.106736,40.000000,23.838976,48.194296,214.895184,51.676762,115.604549,167.281311,25.357575,145.253322,286.373541,231.382079,31.494535,57.072656,1.668005,515.632315,329.240157
R2S2_TRAIN_093DDED8618B,4075.721624,390.858566,375.877081,13366.248117,1183.123077,42.000000,13.283293,48.338996,215.965799,50.900080,106.448871,157.348951,24.990738,167.769580,285.087470,225.704414,32.996244,57.190234,1.662900,514.837683,330.432334
R2S2_TRAIN_F8828817D024,4002.249231,386.670062,380.320098,9101.336877,1189.848766,38.622029,14.796515,48.865596,182.659214,49.306190,114.350449,163.656640,25.303924,225.643319,282.860123,221.456298,34.304357,57.502925,1.656406,511.412211,328.642660
R2S2_TRAIN_2035F89C87CD,4160.949207,392.916597,375.347743,7218.200342,1193.121994,41.562500,15.990826,49.030702,219.926833,51.476856,99.849405,151.326261,24.994447,150.323252,283.785493,228.503538,32.555618,57.429662,1.657542,497.648510,307.773710
R2S2_TRAIN_1E701C673DAE,4277.425699,401.480502,390.994311,13805.697306,1184.040559,46.311983,4.490492,48.795630,219.975301,57.461638,107.596849,165.058487,26.105377,124.828638,296.853664,191.768484,33.746822,57.156195,1.676879,495.996847,311.295535
R2S2_TRAIN_AEBC24EE15FF,4143.292863,399.053134,384.551963,6996.629841,1188.187330,42.207266,10.831063,48.337491,219.927304,53.013130,119.412250,172.425379,24.246691,166.205678,286.107249,223.493878,31.490932,57.098829,1.672754,505.854920,318.118567
R2S2_TRAIN_C2F0E6ECC39F,4287.651552,400.366966,386.744226,12888.183296,1185.266640,43.125000,20.929355,48.555372,219.976914,54.878751,113.104101,167.982852,24.874812,153.993052,294.655945,221.631080,34.141167,57.485812,1.656500,500.407252,313.475040
R2S2_TRAIN_431A35B46711,4293.459580,397.937869,389.608187,10718.759050,1181.468393,40.812500,7.103044,47.655727,219.991221,52.091215,108.581203,160.672418,25.803621,176.310651,294.398547,215.856506,31.502555,56.420219,1.691797,507.401342,320.830317
R2S2_TRAIN_4CB845C8A525,4143.392657,394.077857,377.832969,11343.034633,1186.499474,41.375359,13.895207,48.372123,219.901972,49.153916,113.368159,162.522075,26.054865,161.792984,289.874642,210.401505,34.418050,57.390562,1.664137,498.026455,324.761916
R2S2_TRAIN_D0DF00857F99,4105.255167,393.446164,384.628733,12354.101026,1186.441676,45.100504,27.835962,48.287354,216.026863,48.163016,117.604252,165.767268,24.731727,175.907339,285.906822,217.537780,34.596486,57.739887,1.646863,536.716248,342.900705
R2S2_TRAIN_2FB95C4C56EC,4234.907112,390.454395,378.360316,9839.455206,1199.723999,39.097484,16.999470,46.524980,219.984208,54.523908,106.326105,160.850013,26.799407,147.945540,293.689589,195.775829,32.726196,57.385706,1.665147,516.593480,338.391562
R2S2_TRAIN_548AB92EF206,4161.340765,393.975354,377.891376,11745.413955,1199.970290,42.750000,24.895383,48.942747,219.978776,52.487506,100.327617,152.815122,25.311808,173.568547,287.260547,216.461690,34.539008,57.366494,1.662500,516.268485,332.461904
R2S2_TRAIN_7C204E7DCBA5,4231.670353,392.125044,382.913302,11509.199154,1194.996190,46.865343,25.399755,49.131162,219.941863,49.572786,114.052854,163.625640,25.350941,160.950149,292.332564,226.889321,34.410017,57.111615,1.695200,502.750558,315.664517
R2S2_TRAIN_C70456B439E9,4231.493785,402.565197,388.408615,12094.836366,1200.527367,46.636822,10.341521,47.621849,219.924566,57.367751,116.005398,173.373149,24.723971,146.835303,290.745089,225.036593,34.230985,57.574980,1.663359,506.295174,314.835065
R2S2_TRAIN_CFCC119D479A,4103.715277,390.893682,377.420342,10279.554903,1185.788018,38.847930,16.240823,46.332042,216.888537,48.221165,110.967796,159.188961,25.461400,165.904517,283.998609,195.699677,32.173991,57.271817,1.651351,512.613306,336.004636
R2S2_TRAIN_938C2361E819,4234.798701,402.201448,392.561320,14804.283034,1186.713214,47.639688,10.158902,48.946877,219.976339,53.318375,119.724845,173.043220,24.609326,120.283385,287.946107,164.431598,35.007673,57.416586,1.655900,494.792027,304.190023
R2S2_TRAIN_3C4A61360EA9,4156.442095,392.503412,375.600512,10124.683979,1200.784792,42.437500,13.036910,48.389902,219.969254,51.302197,103.684065,154.986262,26.418285,141.493106,290.872449,217.855564,34.329503,57.263217,1.658613,495.412693,319.613121
R2S2_TRAIN_A6735F362F26,4091.868316,389.815182,379.227425,7244.897199,1188.185227,39.585806,7.331661,49.768500,219.910237,52.150795,110.723924,162.874719,24.773216,143.922500,283.668933,257.375422,31.326127,57.759044,1.642577,500.090300,308.312115
R2S2_TRAIN_EE4C5E4D57F6,4212.443499,393.913885,382.555854,9682.513546,1186.461727,44.937500,3.453751,49.006876,220.002528,54.501229,110.768047,165.269276,26.179017,147.185630,291.963087,150.788944,32.139256,57.318509,1.662000,495.977181,309.270652
R2S2_TRAIN_E0B373824B38,4008.307274,381.459124,370.262536,8248.664309,1186.126183,37.922064,26.908311,47.203961,219.979542,51.814714,102.915244,154.729957,26.062159,158.309015,285.944059,233.773646,32.585206,57.393577,1.654000,508.735703,327.046909
R2S2_TRAIN_707587717C58,4316.008238,398.950226,384.336818,14374.929160,1184.615883,46.735029,25.597336,48.890390,220.011197,45.674696,116.915692,162.590388,25.786713,145.001234,293.730725,171.366141,34.429190,57.616681,1.650600,506.520840,307.104313
R2S2_TRAIN_83926FDD1AB0,4281.870387,393.640677,381.841534,12454.407863,1199.399193,47.007139,23.469684,48.614396,219.982957,51.718941,108.371260,160.090201,27.187911,157.616818,298.144697,215.944582,34.481171,57.104797,1.662403,506.345833,320.057581
R2S2_TRAIN_1F6C40975359,4131.937013,383.137382,374.982280,9038.165023,1192.692908,42.437500,17.169327,49.006472,214.966640,54.014811,104.575563,158.590375,26.082787,133.618396,289.074561,187.779631,34.523216,57.639899,1.652400,492.167493,312.733346
R2S2_TRAIN_0F3C1A31A138,4156.732921,393.650201,384.887946,8658.548681,1200.431270,44.937500,13.159976,49.036538,219.997436,57.135945,112.600845,169.736790,25.379758,172.700151,291.317640,232.073557,34.260301,57.791012,1.649100,499.670253,306.798474
R2S2_TRAIN_97E3478C6FED,4132.687242,396.419888,385.731916,8298.080790,1187.965454,40.937500,21.163935,48.428404,219.873093,54.787803,116.669988,171.457792,24.454869,203.471594,280.632385,194.336314,31.351624,57.463544,1.656560,521.667440,331.798712
R2S2_TRAIN_A1AD75BF10E1,4134.806168,391.699710,379.990711,10382.331271,1184.799363,43.937500,26.519066,47.848426,219.968255,49.256137,111.457718,160.713854,25.656494,156.651667,286.825177,188.578841,34.214076,57.382887,1.665933,497.646139,327.127835
R2S2_TRAIN_C45E860A96E3,4103.116456,385.892611,378.573884,8070.663011,1184.649017,42.437500,12.237858,48.583675,220.004062,48.702498,107.332162,156.034660,25.181070,163.188939,280.537440,221.420984,31.537071,57.628736,1.647607,499.205567,313.041017
R2S2_TRAIN_8EE7AE7C4CFF,4164.295438,397.400907,382.188331,14932.074434,1182.407180,41.875000,13.871571,45.798740,215.968321,44.259551,118.755111,163.014662,25.773397,171.758981,288.340745,141.611830,34.300317,57.046985,1.665600,543.709708,351.296882
R2S2_TRAIN_460BB825F6C9,4303.873373,403.290976,389.554898,9093.567782,1200.541432,43.120118,14.009207,49.346141,219.973851,51.711198,111.090333,162.801531,24.999370,135.884099,291.715723,218.124082,34.222726,57.315033,1.660408,505.904094,315.793991
R2S2_TRAIN_00328D525365,4120.611934,394.035716,381.605923,14678.638890,1199.497971,44.295867,25.657214,48.121267,219.961197,56.379513,110.031982,166.411495,25.613920,135.703140,289.328166,214.021222,34.501900,57.840243,1.643885,506.459019,317.455091
R2S2_TRAIN_5C9EB19A3A86,4294.970293,403.553248,392.020523,13993.631217,1194.171722,41.937500,13.427567,47.782790,219.979464,52.826289,114.865147,167.691436,24.806165,166.369706,292.284350,229.723572,34.442130,57.281203,1.660279,509.341007,322.264552
R2S2_TRAIN_E6615DAC4E8D,4216.243378,398.494530,382.588493,10162.703901,1185.704426,43.633013,11.266978,49.293967,219.991955,50.028509,112.587588,162.616097,25.954101,145.004970,289.208914,220.469275,33.378016,57.237917,1.664003,497.034808,312.279343
R2S2_TRAIN_F91AB56FAE82,4076.646897,394.447807,385.153678,10240.341232,1184.142744,43.875000,15.898148,48.315533,219.974284,47.755740,118.646106,166.401846,24.885474,169.849010,285.129916,244.623284,31.271121,57.097831,1.664236,502.131904,319.801624
R2S2_TRAIN_A63C244AA1D1,4143.755896,397.524671,385.139018,9237.683546,1193.557064,40.437500,26.726267,48.825120,219.951021,46.578943,108.478812,155.057756,26.187114,154.815389,290.782344,172.826780,34.415263,57.454318,1.654533,513.111493,324.437705
R2S2_TRAIN_2DF43C2789EB,3813.010301,387.010962,379.306830,7127.018091,1197.606442,34.051703,27.557917,47.836987,214.975073,48.719749,109.330445,158.050194,24.605994,178.862905,273.744167,234.317549,30.646452,57.985612,1.644661,517.186424,358.510799
R2S2_TRAIN_4EC76FBAE6D6,4251.757723,401.860233,385.837814,13595.250901,1185.539787,43.000000,8.646305,48.287715,219.963162,46.018969,120.316532,166.335501,24.596266,166.691338,292.042621,208.325045,31.229210,56.158253,1.695200,505.822690,307.419734
R2S2_TRAIN_F518937EF191,4162.638147,379.285870,377.984809,7468.318303,1174.770889,39.123999,4.134163,48.331388,215.987935,50.705245,108.263379,158.968625,25.955682,164.100720,289.189364,227.268030,31.350163,57.140929,1.662762,504.873746,311.881800
R2S2_TRAIN_C7EB0FA2937E,4194.515899,399.076835,383.787414,13367.046105,1179.148683,42.062500,11.268480,47.898650,201.103663,46.438305,118.914704,165.353009,25.761605,178.468008,281.878703,206.550847,35.008035,57.644766,1.658789,521.034907,336.228027
R2S2_TRAIN_1EDFFC63A4CA,4112.381673,387.414434,370.360474,8343.185742,1200.489381,39.725115,4.691161,48.521770,219.894888,57.047177,99.888996,156.936172,26.027259,125.314916,291.506151,208.859081,34.476439,57.122451,1.665701,499.193233,319.151481
R2S2_TRAIN_C687215B5A48,4148.649191,388.423230,377.359179,6315.200220,1192.588981,40.625000,9.849185,49.277009,219.956697,58.110968,100.086831,158.197799,25.779989,137.150971,290.513590,205.394159,32.591492,57.750713,1.652001,496.837709,318.757467
R2S2_TRAIN_B30A39115E61,4119.403628,397.525846,385.431748,8326.695668,1190.734793,40.687500,10.683875,49.739738,219.996303,49.243862,116.626900,165.870762,24.942911,147.204913,285.875723,215.849661,32.756030,57.400156,1.662045,502.909792,304.565158
R2S2_TRAIN_F3185A4A8636,4195.900247,391.710414,376.371348,11779.671629,1185.602946,40.062500,6.758873,48.018724,219.939365,56.058839,109.584249,165.643088,26.063186,154.398571,292.893789,229.697903,34.361097,57.538217,1.652400,511.671108,314.585682
R2S2_TRAIN_F1E8E2A6550C,4132.635108,395.220299,381.963421,10017.749196,1187.758011,37.972106,14.168732,48.166109,218.053994,51.984145,105.763852,157.747996,24.752033,170.881432,285.113483,227.122919,34.208805,57.597809,1.651010,508.769171,311.205791
R2S2_TRAIN_C907FF4008A9,4111.841393,393.056131,379.775852,8608.138270,1200.299651,42.312500,24.323454,48.118176,219.979724,55.771537,107.926311,163.697849,25.446285,137.999685,288.560597,230.615386,34.286007,57.521234,1.652900,502.015141,308.325189
R2S2_TRAIN_D5DB0CB504B4,4198.082227,400.889938,389.220072,11138.095114,1199.717856,41.437500,4.700904,49.019702,219.965949,56.710849,115.909966,172.620815,25.097906,148.082857,287.791701,224.321682,34.403109,57.209157,1.667314,501.890384,307.054899
R2S2_TRAIN_E434B9A63EEE,4180.468666,391.752030,383.450867,8247.506237,1185.234586,42.937500,24.547896,48.291334,219.928260,49.911834,115.879703,165.791537,24.874105,163.261966,290.962280,222.728877,32.001716,56.746846,1.683074,517.563504,326.595345
R2S2_TRAIN_A1281CE333B7,4214.475935,397.201846,385.804889,10409.322032,1186.076851,43.875000,20.779048,48.326178,219.973330,47.040164,122.743364,169.783528,25.220877,199.113823,289.293973,194.395432,32.967096,57.250247,1.662753,516.548724,333.655511
R2S2_TRAIN_FB4B8840CDE6,4315.690651,398.886005,380.289597,14751.396449,1185.668502,45.473073,20.180538,47.944442,219.969483,49.981913,116.092698,166.074611,25.925131,122.876969,296.006303,150.566195,35.071503,56.965070,1.665044,515.334009,319.898353
R2S2_TRAIN_4B290A581755,4141.248152,392.528774,378.583368,8732.626744,1185.877425,42.000000,9.553594,49.158728,215.903368,53.164814,106.905560,160.070375,25.526811,167.029440,290.161422,246.076590,32.597346,57.294570,1.663089,505.764134,319.530741
R2S2_TRAIN_0E202FEF9AE3,4253.866164,399.435457,381.634700,9261.521664,1200.825962,46.399307,25.508872,49.507578,219.958576,56.085368,100.247452,156.332820,26.388429,132.241294,294.670290,223.227015,34.562939,57.688332,1.653528,499.019170,319.293649
R2S2_TRAIN_36DA63E1AAB2,4128.208784,393.003803,383.630696,7140.700477,1184.802306,43.540352,6.089579,48.542120,220.013851,53.202217,103.390727,156.592944,25.342413,124.983249,288.592564,229.248531,32.199707,57.499044,1.659300,504.229579,310.409279
R2S2_TRAIN_EF4288604D66,4131.002607,398.221491,382.657911,11660.822561,1184.791663,47.639688,23.920183,48.762473,219.967006,50.033883,115.308547,165.342430,23.770069,163.035351,283.942809,222.911800,34.343645,57.113121,1.668274,501.011842,308.243150
R2S2_TRAIN_3E8CF8E4EE3A,4223.819159,397.329409,389.369729,10522.939451,1190.903631,46.135314,15.781311,49.506838,219.983757,52.067347,108.914096,160.981443,24.852559,157.699373,289.429285,221.260971,32.921732,57.395851,1.664488,502.876021,314.781085
R2S2_TRAIN_0BFF8982A3FE,4128.620758,396.199443,380.782455,10165.098357,1185.703950,42.940152,15.577532,48.446768,219.917449,54.646373,111.551191,166.197564,25.209189,148.461417,285.142361,204.385412,34.439181,57.425746,1.656853,508.177432,320.759184
R2S2_TRAIN_D2373616F513,4067.881923,389.716165,378.387112,9680.805656,1199.696216,41.875000,13.101415,48.906474,215.945030,48.867158,109.043652,157.910810,25.336925,136.891981,283.403392,217.453726,32.798056,57.675646,1.648651,498.632604,316.198100
R2S2_TRAIN_8B5EF06E6255,4125.602642,393.086135,370.953370,8197.072340,1182.845218,40.875000,11.767429,48.440407,215.945568,46.406692,110.230299,156.636992,25.476497,143.402711,286.906876,203.864089,32.980524,57.164249,1.677313,495.185749,318.535997
R2S2_TRAIN_AF2F1C8A99D9,4252.144800,397.678678,383.359559,13693.377560,1185.416138,39.447271,24.492988,48.786865,219.993418,54.981992,111.548938,166.530931,25.485869,167.166314,290.550495,220.611435,34.521046,57.246871,1.660576,516.438348,350.729238
R2S2_TRAIN_6BF831D45E23,4097.017865,400.213934,391.873256,12662.655714,1187.381874,45.922874,13.045342,48.229930,219.979365,56.356735,116.138043,172.494778,24.308535,133.053455,290.872647,211.547083,35.024783,57.560069,1.652300,508.764849,319.892242
R2S2_TRAIN_BEF2C3594291,4244.833488,392.105204,381.481010,11498.972872,1199.537704,40.000000,18.854742,49.079065,220.000375,56.922526,106.612960,163.535487,25.645709,140.999479,287.429700,222.894098,34.270584,57.524519,1.654272,490.561543,308.140167
R2S2_TRAIN_5A61004CB079,4302.930587,399.536974,383.568601,14540.512609,1199.469453,44.557860,12.308020,46.936631,219.938798,55.853612,108.164632,164.018244,25.577006,122.856154,294.624703,183.405310,34.505839,57.606302,1.656500,523.146526,346.206882
R2S2_TRAIN_579FEFC29843,4342.403549,405.510873,392.150271,12442.978140,1196.022330,42.812500,20.578802,48.568578,220.012224,56.088812,123.952739,180.041551,24.444674,120.283385,292.438673,189.961583,34.366091,57.430433,1.654400,500.153275,315.620358
R2S2_TRAIN_9CC70E309137,4278.394548,405.510873,394.035291,12361.874442,1186.366990,47.007898,19.224748,48.758418,219.991601,55.149412,125.370699,180.520112,23.795363,180.781726,287.068409,226.242878,34.470241,57.547828,1.658184,496.524102,306.837877
R2S2_TRAIN_64E61CC50054,4230.628342,398.456222,387.203869,10950.728482,1200.048821,40.875000,5.245385,47.461751,219.961938,55.723873,114.775100,170.498973,25.006768,155.824296,289.058653,175.971694,34.505208,57.415048,1.660348,507.515299,326.754448
R2S2_TRAIN_F6326915AD09,4241.901531,398.669166,384.690333,13127.210686,1185.979095,46.820508,11.296494,47.906238,219.989370,48.757968,118.506119,167.264087,25.010280,158.132847,288.671269,177.696894,34.443067,57.187102,1.668036,514.693360,335.823085
R2S2_TRAIN_3E88711D248D,4170.180797,392.050140,375.840489,11238.611496,1183.206529,40.000000,21.012128,46.317630,214.942413,45.325789,119.867423,165.193213,25.013587,197.176969,288.302003,219.189091,31.304854,57.094171,1.663497,533.517688,352.766306
R2S2_TRAIN_D07C7004F311,4152.161872,393.623834,374.436087,12556.936831,1181.306358,39.295402,9.388989,48.254476,210.978669,56.426174,107.450312,163.876485,26.132297,142.537173,285.961831,219.188671,34.361611,57.274774,1.657000,509.543044,315.418558
R2S2_TRAIN_90E5CA2A1A32,4062.122219,379.509119,329.367400,5051.812047,1199.669829,40.750000,25.853192,49.871735,219.984143,55.688375,97.480133,153.168509,26.853808,153.393703,290.972903,246.994836,33.134829,57.280883,1.662222,503.356158,311.286569
R2S2_TRAIN_5E00DC6A573F,4167.438326,390.040562,383.196366,10146.043417,1185.506984,41.625000,6.733858,48.815655,219.932374,47.830765,103.686686,151.517451,26.105916,149.486539,290.555888,176.773429,31.349386,57.700918,1.650600,506.642673,318.609982
R2S2_TRAIN_BEC94403787A,4199.073042,398.704533,389.982978,14854.281297,1182.467255,42.750000,21.708537,46.958302,219.988919,54.038790,115.374098,169.412889,24.832732,142.630346,286.211187,152.061443,35.102170,57.611199,1.653263,516.355486,326.599035
R2S2_TRAIN_D5EF2BB045B9,3373.611126,388.517443,371.024492,6720.834690,1185.983462,36.625000,24.828725,48.689296,213.938188,54.849268,103.837333,158.686601,24.904183,184.918215,264.516597,242.694770,32.652072,57.575210,1.651826,525.389538,335.175600
R2S2_TRAIN_5B87EDAB6CCD,4194.416044,383.335020,371.828591,10032.625212,1186.026766,40.062500,4.798564,49.565577,219.946115,53.547827,106.004030,159.551858,26.242270,146.974479,289.338450,225.152266,34.230437,57.688315,1.651000,494.459989,318.688625
R2S2_TRAIN_0C56FBB4309B,3373.611126,382.559957,377.093590,4549.175417,1199.731998,37.069998,25.714286,49.780882,219.949816,48.425082,111.652691,160.077773,24.118189,193.988241,270.733938,233.633812,31.180081,57.731662,1.653194,494.443757,306.431343
