sample_id,spout_no,tap_iron,tap_time_len
R2S_TRAIN_C54E904EEC31,1,703.3772179987856,173.67176569318346
R2S_TRAIN_F24D023BE447,1,332.79901487626955,89.7726632243353
R2S_TRAIN_21275BEC5252,1,632.0672154146644,138.87484097024884
R2S_TRAIN_F68CDF1E848A,2,461.7058823083791,126.32543411659246
R2S_TRAIN_7FE5E2429925,2,570.660752809148,138.68412963397984
R2S_TRAIN_D2D903D3A1B2,2,432.64714886687744,100.67663156155254
R2S_TRAIN_0C5ACAC1B640,2,478.7362861334771,104.95500219162126
R2S_TRAIN_D62EC4DADC1D,2,442.27577693274117,102.31422077833459
R2S_TRAIN_442FDB30A833,1,332.21448361267875,90.71326363664569
R2S_TRAIN_E3D9DB9A50F1,1,534.4050640678786,122.09982773063004
R2S_TRAIN_62E7FB571596,2,586.2362895282722,143.025492452812
R2S_TRAIN_08C3FB40BD84,1,560.3626787526558,125.67068458295924
R2S_TRAIN_5F8A647E0391,2,436.15808054618316,112.28373046407796
R2S_TRAIN_A36105E69751,2,561.408347962596,136.9928316412986
R2S_TRAIN_B954C066607B,1,708.4296864534456,192.99161432261639
R2S_TRAIN_05A8346C4E91,2,637.0329121244861,160.29351968244043
R2S_TRAIN_DD7BAD2DA0EE,2,434.1492228762659,111.8054938299456
R2S_TRAIN_0E3A9E05A722,1,483.9071860076901,119.61201549388183
R2S_TRAIN_DA3FE21F02B0,1,365.16423142227075,90.61451325309548
R2S_TRAIN_37322E6AA67C,2,395.1574040780896,83.50770761131317
R2S_TRAIN_891288F5D989,1,582.6768182931172,132.56042408376132
R2S_TRAIN_26CC6224CD6A,2,656.1431148558972,163.34915645236737
R2S_TRAIN_899DDE096AC3,2,595.4362253297857,137.98203330633964
R2S_TRAIN_35249A6D8C1E,1,615.5303498801675,149.13949429928454
R2S_TRAIN_885935DA0D51,1,454.0610280462486,116.32928080535375
R2S_TRAIN_52A9ADC1E384,2,412.66428363598715,99.59034396178406
R2S_TRAIN_9A322CB9ECE2,2,487.5764601743234,104.83076250004576
R2S_TRAIN_C6A3B2E500D6,2,558.3677228803081,131.02138524807216
R2S_TRAIN_FD7348BBD511,2,507.34344890736656,138.20543206677357
R2S_TRAIN_778CA770BD96,2,341.20465384262167,83.09470050040571
R2S_TRAIN_CE301EA78E30,1,585.4882635624815,133.04640375284131
R2S_TRAIN_BB38FE030A87,1,671.0990095195411,155.90317642244838
R2S_TRAIN_418FFBF4EC33,1,513.1312808644402,120.05270978465636
R2S_TRAIN_314BCC080511,2,635.7234947306908,157.53552704079397
R2S_TRAIN_435FFCE11D46,1,548.9552897646761,146.2665904969013
R2S_TRAIN_366C9BB1B485,1,416.7142098163857,106.33856368875645
R2S_TRAIN_87F9FE4DD87A,2,408.69029536644945,118.59461509972871
R2S_TRAIN_90F0CE5BEC41,2,433.653804272397,100.6950672936853
R2S_TRAIN_FB9AAD89A1CC,1,629.2404689489177,141.47315351336505
R2S_TRAIN_FBB3938DD860,1,610.6942450195477,132.9649231405811
R2S_TRAIN_FD66F87E697B,2,434.887820732386,109.11935183146757
R2S_TRAIN_3A2AD9C2C2C6,2,467.1590844113183,104.72447073916331
R2S_TRAIN_7027059698F4,2,411.18787278935815,89.58751677581469
R2S_TRAIN_65762D082B7A,2,451.070789359103,99.89127493686168
R2S_TRAIN_666846504752,2,436.7586805094935,118.67599565820053
R2S_TRAIN_E6BE29B9E6A6,1,556.795438016702,131.225431792156
R2S_TRAIN_9F40449336EA,2,366.8857880583025,81.7085653790752
R2S_TRAIN_995B342B6A9E,1,394.2907131370608,81.72341093929705
R2S_TRAIN_326EB797EDC8,1,588.8677935708113,135.78468138549704
R2S_TRAIN_31522A5CE50E,2,583.412842036947,139.32707225729226
R2S_TRAIN_690622C9126D,2,575.0140602691858,140.39029502973284
R2S_TRAIN_18593FEF4ACB,1,493.4695986925875,141.86982755454895
R2S_TRAIN_07D0DB7C1F77,2,565.7857869899101,128.6888631488483
R2S_TRAIN_C1B23D22C643,2,305.94704380548234,76.71330635552668
R2S_TRAIN_3CFC1110E45F,1,456.40998441514654,110.51215743460898
R2S_TRAIN_FF76870EF72F,1,334.50287416581415,101.17203294181398
R2S_TRAIN_99A3E4745147,1,425.98193741206666,103.60965234425687
R2S_TRAIN_9E4012633F0F,1,343.01967614774605,80.53923296169715
R2S_TRAIN_F1A6AD8EB4FC,1,526.7826876641731,120.30267466431368
R2S_TRAIN_262776701D1B,1,524.3738566910395,134.98432311051383
R2S_TRAIN_2793AAAD080D,1,487.7790846972839,128.02868342399023
R2S_TRAIN_AEDD30D864C1,2,446.0609522332689,113.21154313858175
R2S_TRAIN_305B0DA09702,2,338.09321191269584,92.1272140092366
R2S_TRAIN_C584DABCC0DC,1,325.43385844785126,90.90890446859792
R2S_TRAIN_0D08E939F702,1,414.9471171920496,131.87892696784138
R2S_TRAIN_01B1D965CFF0,2,379.179353443183,93.76092592101708
R2S_TRAIN_1327506DF3A9,1,676.266956348151,124.65174312853911
R2S_TRAIN_11569C53FDF9,1,432.81724870534214,100.72463185115816
R2S_TRAIN_E10CB71E19D2,1,294.2567922736778,69.21593796238041
R2S_TRAIN_7EC325C99D5B,2,425.2105334223559,96.86014192819329
R2S_TRAIN_50F1EFD9CFA6,2,464.46322011500666,107.41252243483322
R2S_TRAIN_F48E5B190D7A,1,403.65767338324747,94.23966047700729
R2S_TRAIN_7207AA76EBEE,1,587.9839480694931,132.5638117221197
R2S_TRAIN_F38F4D25FD02,1,678.6083151718767,153.0877732263373
R2S_TRAIN_2AE165D35089,2,529.8136987421733,135.89845914359506
R2S_TRAIN_48B871D55830,2,411.8679306912157,115.20001877984407
R2S_TRAIN_D0E632BBBF99,2,584.8717714381447,132.79835907500595
R2S_TRAIN_96252222259E,2,488.6610727903226,109.75364480189167
R2S_TRAIN_7785BDBB3D35,1,441.2728379724656,119.7222294141948
R2S_TRAIN_083EE8EB17A2,2,529.7042296639225,143.53304390689215
R2S_TRAIN_4B0841628502,1,425.66190645904425,106.53081211731161
R2S_TRAIN_82BE8EFD1BD1,2,529.4245178057016,130.87594774065062
R2S_TRAIN_8E0EE3E88A7E,2,591.8492231732349,145.69260472897906
R2S_TRAIN_AA3FC55A00EA,1,543.5414728065307,133.07004651786215
R2S_TRAIN_C66348E10CDD,2,441.9465032549629,105.17589075846065
R2S_TRAIN_296C8558A400,1,604.3846474396807,141.21920333710125
R2S_TRAIN_28DCFDA37F3D,1,373.3637115066173,86.8542917311293
R2S_TRAIN_37A9948FC8A1,2,598.4234488626398,126.91397380806556
R2S_TRAIN_ADEFC3789206,2,473.93243396064315,119.74651858273809
R2S_TRAIN_998F09CCD5CC,1,520.9517752437459,122.27556935422986
R2S_TRAIN_0408795ED70D,1,536.9441945830189,124.70811221748242
R2S_TRAIN_5A44248BD98D,2,416.7251947603029,94.9223954386122
R2S_TRAIN_E8F4BC8002DC,1,496.7263616604307,120.18038360571671
R2S_TRAIN_764CD1BD8C83,1,408.2431985946983,94.47256175918149
R2S_TRAIN_E3A8B808D32D,2,458.8131815869348,103.31848937971719
R2S_TRAIN_7AB2D84344A5,1,517.2860192952645,121.23217679111504
R2S_TRAIN_E81617B06AB0,2,414.63507285424083,99.35466228229608
R2S_TRAIN_4FC1BFB7AF81,2,391.3961726291329,82.44609351336734
R2S_TRAIN_3BD199530A33,1,755.2438867345766,202.47000000000025
R2S_TRAIN_B598807CD844,2,518.0638413773629,125.97542424625941
R2S_TRAIN_670318486832,2,479.85847406120973,109.79853798003603
R2S_TRAIN_20C8B82D4087,2,672.0041996030083,167.27914917618773
R2S_TRAIN_CB9018FFED6F,2,409.3255006813183,82.10491765329907
R2S_TRAIN_699D50461BB3,2,607.6471225349247,151.34894571362668
R2S_TRAIN_9F49A2940DD6,1,555.7850466924141,137.43602712592403
R2S_TRAIN_B5C021C9A18B,2,594.4924727932429,127.81138190264208
R2S_TRAIN_B52237FFC0F4,1,517.1206066058693,124.27554446383537
R2S_TRAIN_A9C85439612D,1,342.2376958984449,96.42000794099387
R2S_TRAIN_0ED95AEFBD5B,2,527.7246516552336,138.18384336344445
R2S_TRAIN_25E210423502,1,544.456995837466,113.79674679097005
R2S_TRAIN_1D1A457A434A,2,398.7257707394223,103.76796918089033
R2S_TRAIN_C5A3894FD5D4,2,792.2119000000002,175.97742815863572
R2S_TRAIN_556FA823EB65,1,735.127939733045,157.89252921282844
R2S_TRAIN_9240D9D15515,2,432.98389095804725,101.10224213672485
R2S_TRAIN_D74B664B41B1,2,450.5178785199574,105.4390799413603
R2S_TRAIN_A0CDC7DA9D2E,2,357.5249779290486,111.15303579263832
R2S_TRAIN_35B318E36FDA,2,618.9000925462726,140.10426138737327
R2S_TRAIN_F5A5CDB16D9B,2,638.7983372512905,155.07913086586683
R2S_TRAIN_F301E89E9449,1,507.2254914811937,105.9981311498909
R2S_TRAIN_804A5DBD70C8,2,539.4612779146205,132.2495575539121
R2S_TRAIN_B1FB361224C6,1,487.7980844804762,120.29293168154592
R2S_TRAIN_D5241D69664E,1,464.54672876925196,113.64158352390517
R2S_TRAIN_B0AE2630725F,1,444.2198511503771,105.5573627264696
R2S_TRAIN_C8D6E1B22618,2,536.7159686847787,136.85958215538616
R2S_TRAIN_93A7B626DCBC,2,580.9622695860586,137.99933677791046
R2S_TRAIN_E5EDBEF39D3B,2,570.5183188091667,142.27113597575155
R2S_TRAIN_18DDACDB34DA,2,574.6530592717805,157.79117598355685
R2S_TRAIN_C994AFF8B0C9,2,260.752964641416,75.13841204484547
R2S_TRAIN_F869E7E29F39,2,475.90817159785564,108.78291895476313
R2S_TRAIN_6F808FEC25BA,2,604.6321887496101,141.6749400162925
R2S_TRAIN_B73EEFF4B837,1,359.4182044662469,112.86993096151097
R2S_TRAIN_87D7A17DED0D,2,435.2541782902129,117.11921376222723
R2S_TRAIN_6AA5EE8747F2,1,480.9745815754196,108.10026768889979
R2S_TRAIN_D17379542FD3,1,480.128326229159,132.57221351251556
R2S_TRAIN_D41B1F8A2134,2,424.7146052145243,121.14666464563565
R2S_TRAIN_E009B151A4B5,1,534.8731567147223,130.78429010017982
R2S_TRAIN_A3D89BFEE8C2,1,682.7692398698965,169.4566698908233
R2S_TRAIN_3FE914A37527,1,659.7315332159178,132.91943208109052
R2S_TRAIN_10740673A33C,1,400.25927122852426,95.96304007586511
R2S_TRAIN_78BAB50E397E,2,751.0492644171769,192.99237344933346
R2S_TRAIN_58F76A9883AD,1,486.714734223117,122.90243301284283
R2S_TRAIN_D1E65F196B48,1,492.0167710996075,113.2271627419129
R2S_TRAIN_53FDE2065530,1,598.7636302684919,146.37274244583352
R2S_TRAIN_581594F98F9C,2,219.85685,61.53
R2S_TRAIN_9CA62C13D84D,2,644.3078048918487,149.10990339384892
R2S_TRAIN_8A49AB285F71,1,479.6491656762966,108.18284984140679
R2S_TRAIN_AD3F29F759CF,1,329.02047119304655,82.14158072768605
R2S_TRAIN_381B78EC136B,1,476.7573199929421,102.15861909676052
R2S_TRAIN_FD5675E8CC41,2,281.43848164068015,87.849528985039
R2S_TRAIN_2D5F1BC8C5CF,2,782.8521538382159,202.47000000000025
R2S_TRAIN_B73ED9492ABD,1,589.7164857573433,150.49156995577525
R2S_TRAIN_1A8121670ECF,2,591.1497180073808,129.02215735497668
R2S_TRAIN_9EEE098DB056,2,453.23591561031475,104.28471560710385
R2S_TRAIN_756CB6A17ECD,1,520.4995656147394,115.76592073600929
R2S_TRAIN_232B1CA802A3,1,568.1171763946974,128.70458992113853
R2S_TRAIN_B9DBD7B6C9A2,1,621.6424716391612,151.92469199645126
R2S_TRAIN_C6C74094FDAD,2,503.3568242899586,138.18424323495998
R2S_TRAIN_F08E814DFCD9,1,375.1672425483513,95.05222321442369
R2S_TRAIN_EDE53D4773A0,2,527.214362483393,124.49549247825492
R2S_TRAIN_2D63AC0B4043,1,653.7576622015195,145.06666122998567
R2S_TRAIN_9DAC9B793810,1,533.1125018594846,125.2223559363172
R2S_TRAIN_6D6D9EB610E5,1,384.71120480629855,108.1338298643995
R2S_TRAIN_63ED6D7EE80A,1,604.8979293969118,155.20860438149586
R2S_TRAIN_66189D51AD67,2,497.09229637981804,122.42339462922618
R2S_TRAIN_2A9B27A04C10,1,465.025695198148,110.80378483364332
R2S_TRAIN_1460493AFA40,2,510.9911882454287,129.31711344057175
R2S_TRAIN_E8242AE50C95,1,505.94418042998785,124.6473476302727
R2S_TRAIN_C6DDAB89ABA8,2,516.3278658116286,107.7017276208671
R2S_TRAIN_A7D7C6327F9E,1,498.4024880916927,118.16008148932475
R2S_TRAIN_C69385C5C16B,2,399.29463326336327,98.65546220783264
R2S_TRAIN_E422DF0A8693,1,449.09185836754426,125.04861773951188
R2S_TRAIN_E66C1114D8EB,1,380.11245548267397,100.58097644043184
R2S_TRAIN_A542DE58AA4D,1,579.8574413689743,153.4989534886373
R2S_TRAIN_EB8EAFA5B1A8,1,556.1993807012975,136.73354840542686
R2S_TRAIN_9CF8B0F5D3FC,1,515.3099683497479,124.95413900372358
R2S_TRAIN_593E502134B7,1,219.85685,67.02512633194283
R2S_TRAIN_1F71000D4AFB,1,566.331528950581,138.46343501050205
R2S_TRAIN_429AD08870EC,1,584.6248416886237,153.07179645857184
R2S_TRAIN_FB3B1CC3FDCD,2,409.0907578069058,107.82014126267352
R2S_TRAIN_90A4A70B40BC,2,385.8920841478452,85.49212316607195
R2S_TRAIN_A3E0B8E4C452,2,533.2815293024772,114.91752955467902
R2S_TRAIN_1D88205F6879,1,652.8517979570042,154.93186377269282
R2S_TRAIN_C788AF2D3A71,1,442.6592662828299,109.79985459079835
R2S_TRAIN_9C6FD8B53C0D,2,621.7186516306182,145.53886142561956
R2S_TRAIN_74A43CD80ABA,1,562.9847699712402,139.52211187355405
R2S_TRAIN_48531973997C,2,593.6446597898881,135.82281067166602
R2S_TRAIN_A3E9F3183641,2,444.89379124303827,107.32308789885023
R2S_TRAIN_3E7C60487D3B,2,566.140274758321,136.33890161001864
R2S_TRAIN_045836D3CED5,2,463.7477909955281,110.9491115178789
R2S_TRAIN_BB77663B6D17,2,592.0031768318223,136.8385892029054
R2S_TRAIN_9BB8D8C3653F,1,476.96730266307884,120.274005559274
R2S_TRAIN_3931571FA6C7,2,591.4149975740941,133.4047641105446
R2S_TRAIN_4C45977ABEC8,2,566.3589656558411,131.5141824864943
R2S_TRAIN_6E98883B64F0,1,602.5328398829938,139.08409378591773
R2S_TRAIN_E38EF7F6E52A,2,664.6595423792336,154.41114863707577
R2S_TRAIN_86E2108CE939,2,443.9884450093835,108.615341868466
R2S_TRAIN_7780F3A84C97,2,523.0315736935643,138.55921989782024
R2S_TRAIN_C39F9F5AF563,2,532.3544464028818,124.20835466202635
R2S_TRAIN_132A7F9ACDE9,2,544.9514308127472,137.17253750685427
R2S_TRAIN_A659220FB8F3,1,557.9347913565236,139.95378209572016
R2S_TRAIN_9E8CB78795A6,1,545.1230985025533,129.48366392931473
R2S_TRAIN_41974B61F8FF,2,462.850671109643,114.68092142011253
R2S_TRAIN_A00CC6B89B5A,1,589.9562461171009,122.31784652141393
R2S_TRAIN_F75211E17272,2,463.4988148527257,105.82602601682949
R2S_TRAIN_9CB41E1EED1D,2,648.5919177227014,166.55125931721605
R2S_TRAIN_88B37AC408CF,1,428.84292022527393,113.07420668400206
R2S_TRAIN_21BE4B8B6D90,2,489.9822181120188,109.38709909661608
R2S_TRAIN_DA2CDA98E4DA,2,629.7153645539776,120.56509038436987
R2S_TRAIN_2722B105C2BF,1,659.1883845122107,164.5025785929809
R2S_TRAIN_58CE8D39CA71,1,482.1708839697832,108.69018733833109
R2S_TRAIN_CBD29E27C88C,2,442.12501256125256,104.0438764402609
R2S_TRAIN_0D1840B72FF6,2,485.9738263954766,113.87459441691345
R2S_TRAIN_1024B29D6B5E,1,573.0029018017116,117.73240148155811
R2S_TRAIN_42BEA093B29B,1,585.6047518534174,131.63185454203705
R2S_TRAIN_3D85F1D81818,2,597.5355699431104,139.43608804746447
R2S_TRAIN_189E75EBE75B,2,534.8779849976534,131.81690173466112
R2S_TRAIN_EB07D529B94A,2,378.55293642968866,96.20459063200857
R2S_TRAIN_0BE3145742BA,1,527.7975724472944,126.46416182461601
R2S_TRAIN_F2564062FEAF,1,352.7344072483007,91.01127297544153
R2S_TRAIN_08738229CFB6,2,487.4781682591642,109.64278322201079
R2S_TRAIN_A7A76423A702,2,509.9224486980804,130.2035531035058
R2S_TRAIN_43E055E391AB,2,448.2576789724092,106.1393037917662
R2S_TRAIN_C299C60C976D,1,614.6097380582999,143.06372206183156
R2S_TRAIN_A08585BB861E,2,531.7558541153122,140.79664065749628
R2S_TRAIN_EBA8089B11B3,2,691.7600160465244,171.26433212237293
R2S_TRAIN_99A937B08CDF,2,490.39366089324056,141.5298014513748
R2S_TRAIN_69C1B0C98DA9,2,670.0969417768792,145.77746000895507
R2S_TRAIN_441B5CC4E706,2,479.1694928391643,107.87968725268757
R2S_TRAIN_05C4A34486B9,1,561.453964245508,132.19028266776596
R2S_TRAIN_EFF9775A8915,2,442.03752178075734,103.97530740004758
R2S_TRAIN_92FBDBA3DE7D,2,438.66448965543304,111.40340968886841
R2S_TRAIN_1F073A13638C,1,486.3091789320402,106.41714759134835
R2S_TRAIN_8879BB9AD3D8,2,396.185281396025,98.49942856826401
R2S_TRAIN_86C77679F2A6,1,650.3510341748477,143.64581118509466
R2S_TRAIN_6D8845CF2BCB,1,482.7990786269307,102.0510846748499
R2S_TRAIN_F49E64EC8000,2,424.78540035975976,102.23212049208905
R2S_TRAIN_8CB3B5818FAE,1,616.9040332360881,149.391763287579
R2S_TRAIN_1C716BDFA289,1,438.7372263658617,120.24745397807108
R2S_TRAIN_62C50FF32940,1,429.6709939406174,103.72648008380747
R2S_TRAIN_78A9DF751FAC,1,401.0167918135246,97.96799924006663
R2S_TRAIN_9F5573C96724,1,502.83693213880866,128.88771417613424
R2S_TRAIN_E5D1CC3B0569,2,575.219089704423,131.8088910581645
R2S_TRAIN_317E1B593D4C,2,327.61764198982,96.1783964182359
R2S_TRAIN_048896C9DE03,1,568.1515044111352,134.21601617295673
R2S_TRAIN_8BB63B4A98F4,1,435.800639929507,111.72352549011809
R2S_TRAIN_ACCE584CDDB8,2,358.309403098574,84.69455074035669
R2S_TRAIN_129C6AD0742D,1,597.698572726978,158.05886155825357
R2S_TRAIN_791C798D3012,2,536.6800773368685,126.05905365797065
R2S_TRAIN_AAC173D7D158,1,482.5699481575566,120.66674044569442
R2S_TRAIN_2354AD4B133D,2,434.4576863470318,110.33513991986513
R2S_TRAIN_E7CB13E2695F,2,404.2083159099513,101.09828949211615
R2S_TRAIN_86223E52C57C,2,620.8278108597688,160.46100253618206
R2S_TRAIN_07EE21D61E48,1,414.7073025112765,101.69795190938369
R2S_TRAIN_32E10838206F,1,402.0112544853846,112.18370062682543
R2S_TRAIN_9A1D9B2BD7D6,2,309.09387649852624,84.39801556951537
R2S_TRAIN_D10DE91581E2,1,577.6163220163479,149.6866484944604
R2S_TRAIN_10294E48BCF3,2,500.2655344707263,115.28064644929852
R2S_TRAIN_6A8FFE5DD9EF,1,669.8941002023528,165.19535166917785
R2S_TRAIN_01F8004F4E78,1,664.7289911753518,156.0347670992742
R2S_TRAIN_B157364E4F4C,1,519.3871547411851,121.36210473902536
R2S_TRAIN_9804223670F8,1,460.36428292998846,108.35414075755082
R2S_TRAIN_A6A5718F75A1,1,389.5365623490052,90.95828458639829
R2S_TRAIN_66CB2E9D75C7,1,466.1435099872944,113.94039458946642
R2S_TRAIN_DD67C0DF7CD4,1,444.098178550748,118.92965051776004
R2S_TRAIN_EC4A5A4B6C7D,1,534.2745091123343,113.66272208596945
R2S_TRAIN_C61F58EF574C,1,458.0672780346617,102.36025908096924
R2S_TRAIN_9E52D34CA988,2,453.32910396106297,112.35995729509126
R2S_TRAIN_54B4279D8142,1,618.124905982652,148.0984168457388
R2S_TRAIN_85B4AC3834E9,2,518.3182367518244,98.19549008711364
R2S_TRAIN_893EC8A98203,2,642.416054809208,143.56676267047237
R2S_TRAIN_6BA3BE05035F,1,525.7112131711086,139.8813394548349
R2S_TRAIN_671BE33C5CD8,1,446.7009238655453,110.28546900225902
R2S_TRAIN_67D93755F165,2,306.0037407514445,75.21117636029363
R2S_TRAIN_75CF418FAB7E,2,517.933069944001,92.0325898123776
R2S_TRAIN_32AF5334F40C,2,759.2678624519191,202.47000000000025
R2S_TRAIN_BAC762DCE1B0,2,491.5843723843051,119.14456561161046
R2S_TRAIN_3221CEE4AAE1,2,563.8593087820188,138.1179723256332
R2S_TRAIN_76C84345AE09,1,440.6321572206304,104.6016174395385
R2S_TRAIN_C3C4A355C394,1,747.9540927711603,202.47000000000025
R2S_TRAIN_CE9FCEFC218E,1,328.51514030626345,87.01403195788022
R2S_TRAIN_DB3FD5F991B4,2,601.0234233610336,164.78260233969448
R2S_TRAIN_0AB920FF46AE,1,609.9022821014931,146.41951031808142
R2S_TRAIN_4FFC64840E8F,2,541.0160233275761,132.36062166648833
R2S_TRAIN_58E8B3899D92,2,602.9050561180684,138.6937673723986
R2S_TRAIN_E34F0E107BEA,1,515.9870009825678,118.73071443172667
R2S_TRAIN_FE0EF4148D77,1,406.41530757515363,102.90245311758521
R2S_TRAIN_634EEA91190D,2,591.271508533971,135.0752521070633
R2S_TRAIN_89B04C4F733D,2,630.5729660982398,142.83013388615248
R2S_TRAIN_3806533D680A,2,576.5983258254723,137.90165645361085
R2S_TRAIN_A3D700763118,2,545.853068488564,143.81232337942322
R2S_TRAIN_F34E35EFEDCD,2,650.6677312125917,161.37515449386626
R2S_TRAIN_D051FE59AE63,1,219.85685,61.53
R2S_TRAIN_94D0EE7C821E,2,619.4295011846417,156.89928552659518
R2S_TRAIN_3A754BB6D55F,2,529.1239696886544,116.5797537432498
R2S_TRAIN_AD1D0D5C1333,2,602.8958004602475,143.8816666536041
R2S_TRAIN_788ED61832E5,1,519.8731310562641,143.07177455720173
R2S_TRAIN_72795655A37A,1,627.671952025967,119.6167159046639
R2S_TRAIN_DE716F29C108,1,465.7549434020982,109.81790920179364
R2S_TRAIN_DFAEF519A93E,2,557.3897785351958,134.1289060739306
R2S_TRAIN_E3A7A291B3B6,1,459.28742032056283,120.5331022770264
R2S_TRAIN_358CFAF705F2,1,538.5904547681916,125.97343276832048
R2S_TRAIN_CF9D13D386F0,1,430.3542489758235,103.13503929600208
R2S_TRAIN_ABB7FBC83DEF,1,398.42138940946677,83.89314823429395
R2S_TRAIN_84C1F2ECE7D7,1,562.6995781442359,132.38171777707183
R2S_TRAIN_6722268D63EA,1,581.637311667959,195.93961737767688
R2S_TRAIN_69126C680F5E,1,502.6855533043683,121.283976922112
R2S_TRAIN_C38DB67746FB,1,606.0534979209407,142.73407422022163
R2S_TRAIN_4FB25F287EDA,2,310.9669911446506,80.80642423392575
R2S_TRAIN_3F4C651EDE63,2,407.72760286401626,103.74558986548737
R2S_TRAIN_A60453F6E3DE,1,322.100048650591,78.42705086807597
R2S_TRAIN_E3840123E97D,1,534.5354503292566,127.67721484294624
R2S_TRAIN_42620BF4F28F,2,586.5333501847444,136.58423126421448
R2S_TRAIN_155600C07436,1,590.4958356300037,154.30267663224814
R2S_TRAIN_CA679D99D6C9,2,524.0914073397529,120.26667526065516
R2S_TRAIN_637021C7601C,1,219.85685,61.53
R2S_TRAIN_5AF52B891B64,2,390.5668037275654,101.54177872932512
R2S_TRAIN_1313047CC926,1,489.2805675129029,114.29380239081854
R2S_TRAIN_64F8C8B47B3B,2,399.42518758137027,95.84867003697978
R2S_TRAIN_A71CAF235A6E,1,599.5339708895531,143.44627633860767
R2S_TRAIN_B3CC67AA5DB1,2,408.6236951897934,105.60820182784319
R2S_TRAIN_9AC27BBF6B03,2,482.6283953616703,113.35650319940987
R2S_TRAIN_B55C7ACE7EB2,2,596.6344405198791,141.90705976490477
R2S_TRAIN_40A41277E97E,1,502.40724007981305,132.16746036205836
R2S_TRAIN_F8A6B15CC0D4,2,553.2875376291946,135.45869989161903
R2S_TRAIN_251070C7835E,1,451.97393278442166,113.50110401323589
R2S_TRAIN_B0DB25D1AA91,2,335.73094656700283,91.27586982589717
R2S_TRAIN_E55BD8CF85C7,2,535.1833598431551,139.28887185189083
R2S_TRAIN_DE10A47EC1B5,2,489.1992458890226,118.42241788850895
R2S_TRAIN_DFD7FAE2E7F2,1,464.0797574832296,113.92240452766386
R2S_TRAIN_7AA7A23DBCB9,1,291.9839372647152,82.98496661136087
R2S_TRAIN_51802D3AA450,2,219.85685,67.78846302825043
R2S_TRAIN_16905E04C66C,2,589.8236009660302,135.63663364845488
R2S_TRAIN_C3AF411310FB,2,591.0843127808763,137.80008389477604
R2S_TRAIN_46A5D3AE1343,2,252.02660176484264,71.7698213941484
R2S_TRAIN_FA3058D30580,2,661.7116274995756,167.5542066914236
R2S_TRAIN_02B395A22596,2,599.0971143187434,139.93114590004274
R2S_TRAIN_830EFBBEF2EC,1,669.2219574139492,146.37938373286352
R2S_TRAIN_89F903B7CD36,2,477.2865413711433,114.19693274541488
R2S_TRAIN_0E3134B9A62E,2,477.0236372160131,114.75099097999896
R2S_TRAIN_60F4D58EFE1E,2,498.0076452017615,112.08868252966126
R2S_TRAIN_3B13A1BEE0EF,2,551.1380439275538,144.8398832352144
R2S_TRAIN_33C809444FA1,1,597.0005067452756,134.7677639450109
R2S_TRAIN_6EDCA02564A2,2,594.6598881965498,132.9763077887954
R2S_TRAIN_5B6E9BA7FA8C,2,370.6329514811628,94.73734272734457
R2S_TRAIN_017EBCC8D1DA,2,492.2171912117858,119.2394178453804
R2S_TRAIN_46682DB1E376,2,279.58887828815483,87.83834961255391
R2S_TRAIN_A34DF6522245,2,538.4576341868989,145.12118347221934
R2S_TRAIN_A04E43F76E2A,1,419.58590491491884,102.79957533887921
R2S_TRAIN_2F917366C1EF,1,441.37432179661846,106.0816061894152
R2S_TRAIN_7D6943F61E5E,1,708.8065536776197,179.99208628341142
R2S_TRAIN_712266AF2739,2,481.95893368526885,117.42918471620993
R2S_TRAIN_D28C3419216B,2,624.7771689250072,170.9960883245755
R2S_TRAIN_053F0BBBBC5D,1,564.4311324748687,161.95740796338032
R2S_TRAIN_01EF0C493220,1,403.0069503115414,97.70380665490353
R2S_TRAIN_C9AC61E0F664,1,591.435396439574,189.08402411861752
R2S_TRAIN_80A205D983C9,2,588.6608979536207,137.21021774840676
R2S_TRAIN_63FD080894C5,2,483.2738220258759,113.56576009012583
R2S_TRAIN_BFCEAC876AF4,1,243.06723409344673,68.17434970660848
R2S_TRAIN_C41FDE1D5DAA,2,547.4735979954073,128.66167769780446
R2S_TRAIN_91E53C63A84B,2,617.8410100404988,140.24807607688234
R2S_TRAIN_BAE19E16DB64,1,507.7458309724089,125.70690487525899
R2S_TRAIN_35C80BE4F44D,2,471.78968633287053,110.24971755310207
R2S_TRAIN_6B0AC8EF4F44,2,480.7018053972886,115.13403273262557
R2S_TRAIN_87294AFC46EC,1,573.9432748514365,136.725578395846
R2S_TRAIN_A4F411C86AFE,1,713.5730462034091,157.5632090514676
R2S_TRAIN_CB5F3B251D92,2,703.0142932194611,171.52290423577338
R2S_TRAIN_003041A3A777,1,530.9993389267828,140.00180594381322
R2S_TRAIN_96174C6D2270,2,569.9409146432012,130.49051730763856
R2S_TRAIN_083C4BB2B488,2,752.4796379627314,202.47000000000025
R2S_TRAIN_F760808BBE75,1,335.76984129492,94.63715137879828
R2S_TRAIN_B530837B9A82,2,367.8023152484216,86.00830392423491
R2S_TRAIN_668C8808710C,1,792.2119000000002,202.47000000000025
R2S_TRAIN_B407BE718655,2,528.1683036078103,128.0815540743419
R2S_TRAIN_5EFF32BCB794,1,584.4506581743008,120.8766041310373
