clock,air_volume,cold_air_press,hot_air_press,oxygen,hot_air_temp,coal_rate,humidity,gas_rate,furnace_top_press,upper_press_diff,lower_press_diff,total_press_diff,air_press_ratio,furnace_top_temp_avg,air_speed,furnace_throat_temp
2024-05-17 23:00:00,4189.0811,393.2815,381.5396,10311.4095,1199.331,40.9375,11.8914,48.2629,219.9528,58.0656,103.5284,161.594,25.9299,148.39975,290.4696,224.822
2024-05-18 00:00:00,4220.0968,389.5463,377.98,10283.9308,1200.5642,41.6875,11.5415,48.2583,220.014,56.3119,101.6461,157.958,26.7213,146.278525,294.9838,221.0389
2024-05-18 01:00:00,4176.8782,389.8843,378.3077,10192.0446,1199.4079,42.25,11.7441,48.3364,219.9827,56.7734,101.5488,158.3222,26.3852,145.014275,291.5348,216.0221
2024-05-18 02:00:00,4201.8735,392.7904,381.3877,10061.7629,1200.7178,42.4375,12.5046,48.5683,219.9195,56.943,104.523,161.466,26.0324,144.956975,291.6876,217.2147
2024-05-18 03:00:00,4181.1863,392.4577,380.7614,10293.6419,1199.2548,42.3125,12.9118,48.6236,220.0007,57.9818,102.7776,160.7594,26.0152,144.499875,290.3569,220.3717
2024-05-18 04:00:00,4199.7121,394.3441,382.9393,10366.5463,1200.7434,42.0625,13.0738,48.7893,219.9507,59.1513,103.8304,162.9817,25.778,152.190125,290.6101,228.5441
2024-05-18 05:00:00,4189.0249,395.0524,383.3834,10535.0691,1199.4373,40.9375,13.1087,48.6288,220.0182,60.8138,102.5466,163.3604,25.6459,158.60225,289.3517,244.0909
2024-05-18 06:00:00,4225.1709,395.6305,384.1487,10509.1936,1200.5249,40.8125,13.4331,48.7041,219.9508,60.6424,103.5579,164.2003,25.7373,156.946925,291.5994,245.1339
2024-05-18 07:00:00,4158.0671,396.0497,384.6678,10445.8872,1199.4236,40.0625,13.849,48.4178,220.0095,58.9998,105.6506,164.6504,25.2562,158.783025,286.4221,245.3191
2024-05-18 08:00:00,4197.7826,393.8069,382.4254,10292.1395,1200.7436,40.0625,14.3552,48.451,219.9303,59.3849,103.1109,162.4958,25.8408,156.477025,290.781,237.5778
2024-05-18 09:00:00,4161.413,394.8846,383.2622,10249.6224,1199.2935,39.9375,15.0037,48.3561,219.9709,60.523,102.7745,163.2975,25.4946,156.5875,287.5009,229.8122
2024-05-18 10:00:00,4202.8582,393.7345,382.1887,10217.4074,1200.6037,41.25,15.2668,48.1808,219.9773,58.537,103.6692,162.2062,25.923,146.882675,291.2451,220.8268
2024-05-18 11:00:00,4183.8053,392.5604,380.6323,10259.1677,1199.4174,41.9375,14.9433,48.2993,219.9374,57.0139,103.6866,160.7005,26.0367,151.2673,290.6071,217.3844
2024-05-18 12:00:00,4208.2434,393.628,381.9532,10176.3283,1200.6762,42.0,15.003,48.4839,219.9692,58.0914,103.8917,161.9831,25.9842,149.64755,291.7562,218.4473
2024-05-18 13:00:00,4171.0425,392.226,380.3622,10145.2678,1199.2436,41.375,15.1351,48.3153,219.9537,57.8905,102.5149,160.4053,26.008,150.852375,289.8696,222.8762
2024-05-18 14:00:00,4208.5631,392.0274,380.2384,10376.6562,1200.6123,41.0625,14.606,48.3639,219.9723,57.8448,102.4229,160.2676,26.2619,149.23085,292.7962,226.8684
2024-05-18 15:00:00,4170.1462,393.8389,382.07,10321.2351,1199.3993,40.8125,14.0706,48.4536,220.0207,57.764,104.2814,162.0454,25.7354,148.12115,288.8097,228.3869
2024-05-18 16:00:00,4231.7409,391.5554,379.669,10360.6078,1200.4739,41.125,13.3525,48.526,219.9256,57.1471,102.5997,159.7468,26.4923,153.874025,294.7372,229.8009
2024-05-18 17:00:00,4181.302,393.6508,381.7628,10305.7288,1199.6644,41.4375,13.8112,48.4124,219.9546,56.5338,105.2702,161.804,25.846,146.71825,289.8173,221.3394
2024-05-18 18:00:00,4221.6886,397.1554,385.4536,10245.7505,1200.2877,41.5,14.953,48.4038,220.0205,58.3229,107.1153,165.4382,25.5226,151.025125,290.5281,218.7765
2024-05-18 19:00:00,4192.5321,394.2169,382.3537,10219.6222,1199.5095,41.0,13.8448,48.3891,219.8883,58.3058,104.1572,162.463,25.8119,155.55035,290.2304,220.8673
2024-05-18 20:00:00,4214.4455,394.0256,382.2842,10157.854,1200.4338,41.5625,14.5136,48.4113,219.9928,57.7455,104.5436,162.2891,25.9751,154.84965,291.9468,220.9803
2024-05-18 21:00:00,4174.6053,393.2156,381.4639,10109.2704,1199.473,41.5625,13.9099,48.236,219.957,57.6154,103.8932,161.5086,25.8515,158.992325,289.4686,226.0181
2024-05-18 22:00:00,4206.5708,394.9212,383.5921,10137.6449,1200.1501,41.3125,13.7071,48.5728,219.9613,58.1529,105.4788,163.6317,25.7154,161.3881,290.5575,232.5362
2024-05-18 23:00:00,4172.2769,396.5,384.886,10045.7065,1199.7187,41.0,14.6241,48.331,219.9808,57.4141,107.496,164.9101,25.303,155.029475,287.3453,232.4476
2024-05-19 00:00:00,4200.0773,392.8205,381.2259,10108.5602,1200.3024,41.0625,14.0529,48.393,219.9142,58.0075,103.3042,161.3117,26.0457,151.335075,291.5767,226.0938
2024-05-19 01:00:00,4151.011,397.6903,386.1606,10185.6457,1199.5248,41.0625,15.1263,48.6821,219.9757,58.8131,107.3691,166.1822,24.9813,153.808725,285.0865,217.1051
2024-05-19 02:00:00,4194.4745,396.8816,385.4299,10372.5074,1200.6961,40.875,15.8164,48.6926,219.9607,59.6402,105.825,165.4651,25.3563,155.3157,288.7283,215.7042
2024-05-19 03:00:00,4193.5998,397.1298,385.4418,10313.4863,1199.2288,40.1875,16.2206,48.4455,219.9877,57.9923,107.4625,165.4548,25.3513,156.690475,288.4286,215.3114
2024-05-19 04:00:00,4205.2348,394.0686,382.4646,10309.6242,1200.4742,41.5625,16.2371,48.4483,219.9807,57.0414,105.4489,162.4903,25.8873,145.36595,291.2269,213.516
2024-05-19 05:00:00,4152.4682,392.6394,381.1156,10337.7245,1199.5343,41.8125,16.1546,48.3188,219.9774,57.4276,103.7071,161.1347,25.7712,155.446825,288.1626,218.9494
2024-05-19 06:00:00,4197.4023,394.7973,383.3207,10400.6703,1200.6518,41.875,16.0043,48.2566,219.9609,56.7939,106.5604,163.3543,25.7031,150.49865,290.1795,224.1998
2024-05-19 07:00:00,4161.1505,392.7777,381.1772,10461.58,1199.532,41.875,15.789,48.3027,219.9776,56.5773,104.6132,161.1905,25.8179,148.01565,288.7309,228.8316
2024-05-19 08:00:00,4177.3994,393.4578,382.003,10557.365,1200.6335,41.9375,15.6227,48.4457,219.9265,57.5662,104.508,162.0741,25.7808,154.752625,289.593,229.835
2024-05-19 09:00:00,4152.0724,395.3708,383.753,10380.3639,1199.3323,41.8125,15.4877,48.5824,220.0131,57.8252,105.9085,163.7337,25.362,144.106225,286.5223,222.0586
2024-05-19 10:00:00,4178.3434,398.5348,387.0219,10305.16,1200.8419,41.375,15.9222,48.8074,219.9232,58.2078,108.8934,167.1013,25.014,147.26,286.7556,221.2885
2024-05-19 11:00:00,4157.2933,397.7012,386.0524,10510.9766,1199.2535,41.0,15.6053,48.7254,220.0005,58.9138,107.1365,166.0503,25.0385,150.03475,285.5469,224.8475
2024-05-19 12:00:00,4191.7759,396.021,384.4101,10396.4728,1200.7005,40.9375,15.2788,48.6609,219.954,58.011,106.4484,164.4595,25.5022,144.6881,289.1902,221.6451
2024-05-19 13:00:00,4174.9531,398.4147,386.6713,10479.0258,1199.3975,40.9375,14.2273,48.5399,219.9664,58.0259,108.6824,166.7083,25.0458,154.81105,286.4389,226.8355
2024-05-19 14:00:00,4195.9698,396.9512,385.3579,10449.7606,1200.6443,40.625,14.1249,48.5142,219.9814,57.8234,107.5458,165.3692,25.3762,155.4186,288.8679,229.0061
2024-05-19 15:00:00,4180.5082,395.985,384.2353,10317.3158,1199.6184,41.3125,13.7253,48.1513,219.9265,58.4128,105.8938,164.3065,25.4473,156.400425,288.2642,227.4289
2024-05-19 16:00:00,4175.9786,397.1807,385.7613,10214.1445,1200.4167,40.5,13.4114,48.3963,220.0054,57.9398,107.8221,165.7619,25.2023,151.355475,287.2181,221.937
2024-05-19 17:00:00,4156.103,395.4218,383.785,10244.1086,1199.3385,40.5625,14.1062,48.2021,219.978,57.8739,105.9278,163.8017,25.3766,148.8727,286.8112,218.3063
2024-05-19 18:00:00,4212.2965,391.3983,379.687,10511.1721,1200.6583,41.0625,14.1157,47.7668,219.927,56.9228,102.8308,159.7536,26.3725,159.8554,293.4056,215.7016
2024-05-19 19:00:00,4168.73,393.1316,381.4545,10305.2631,1199.4723,41.0,14.7509,48.0812,219.9707,57.6778,103.8043,161.4821,25.8244,147.4501,289.1198,212.3669
2024-05-19 20:00:00,4210.11,393.999,382.3808,10266.9814,1200.3919,41.125,15.5317,48.6028,219.9224,57.306,105.1508,162.4568,25.9175,147.857575,291.5328,208.7459
2024-05-19 21:00:00,4160.8706,393.6476,382.0634,10270.1616,1199.503,40.9375,15.7781,48.5663,220.0123,56.753,105.2921,162.0452,25.6802,141.45545,288.1787,208.5948
2024-05-19 22:00:00,4208.1247,395.9269,384.3919,10338.0555,1200.5603,41.5,15.4937,48.2568,220.0133,57.5782,106.8081,164.3863,25.6079,149.9156,290.2774,211.8132
2024-05-19 23:00:00,4169.4257,394.79,383.1812,10291.1235,1199.2276,41.5,15.0999,48.3802,219.9096,57.4337,105.8399,163.2736,25.5438,145.3128,288.0662,213.6117
2024-05-20 00:00:00,4213.5495,394.567,383.1544,10395.4791,1200.6348,41.125,15.1293,48.5492,219.9254,57.0992,106.1217,163.2208,25.8194,137.484375,291.3892,212.4601
2024-05-20 01:00:00,4148.6325,394.4934,383.0316,10327.1536,1199.2734,41.5,15.5575,48.5797,219.9929,56.965,106.0724,163.0374,25.4504,132.8963,286.7022,210.6732
2024-05-20 02:00:00,4195.7891,396.3321,384.8728,10349.1346,1200.6841,41.375,15.6416,48.7258,219.9266,57.1367,107.8129,164.9496,25.442,134.5024,289.1486,209.0655
2024-05-20 03:00:00,4145.5833,396.5922,385.146,10367.4199,1199.2853,41.0625,15.6618,48.9982,219.9717,57.3751,107.8082,165.1832,25.1106,135.753025,285.3146,210.7025
2024-05-20 04:00:00,4198.6161,394.1382,382.5933,10327.1742,1200.5843,41.1875,15.6778,48.9797,219.9812,56.4755,106.1388,162.6143,25.8209,136.543225,290.6613,209.9836
2024-05-20 05:00:00,4154.2965,395.0452,383.5417,10195.5414,1199.3282,41.375,15.6547,48.8905,219.9634,56.0885,107.4917,163.5801,25.4038,139.08915,286.8689,213.1129
2024-05-20 06:00:00,4175.0794,393.5286,382.0989,10063.5887,1200.7524,41.4375,15.669,48.8281,219.9252,56.0615,106.1063,162.1678,25.7468,129.463925,289.3479,216.077
2024-05-20 07:00:00,4138.8105,393.9796,382.484,10055.0219,1199.0657,42.0625,16.0755,48.9904,219.9977,56.5371,105.9504,162.4875,25.4706,128.733,286.2993,218.1133
2024-05-20 08:00:00,4177.8663,394.5673,383.0943,9967.3638,1200.9156,42.0,16.6199,49.1793,219.9456,56.5872,106.5608,163.1479,25.6181,135.35215,289.0288,220.519
2024-05-20 09:00:00,4160.1114,395.1202,383.5718,10384.0143,1199.2232,42.25,16.9308,49.2277,219.93,57.6357,106.0049,163.6405,25.4307,130.801325,287.23,216.6439
2024-05-20 10:00:00,4198.188,396.6829,385.1502,10224.3127,1200.9174,43.1875,17.1726,49.1472,219.9284,57.3907,107.8295,165.2202,25.4159,127.664625,289.1738,212.4028
2024-05-20 11:00:00,4146.6379,397.6081,386.0355,10287.8249,1199.3944,42.1875,17.3352,49.2723,220.0377,57.5615,108.4376,165.9991,24.9846,131.767675,284.8693,212.9484
2024-05-20 12:00:00,4218.6476,396.2675,384.5216,10515.8146,1200.5872,42.0,17.186,48.8914,219.9902,57.9344,106.589,164.5235,25.6478,135.572875,290.9134,212.3703
2024-05-20 13:00:00,4168.0097,397.3063,385.7304,10571.3361,1199.6512,43.0,17.4913,48.6588,219.9003,57.3184,108.5084,165.8268,25.1508,136.076925,286.5831,214.9898
2024-05-20 14:00:00,4219.0566,396.7644,385.1532,10340.1794,1200.6068,43.125,17.4402,48.8254,219.9693,57.1556,108.0237,165.1793,25.5529,136.531475,290.6273,219.191
2024-05-20 15:00:00,4149.9528,391.7216,380.059,10194.7157,1199.337,43.4375,17.4392,48.7201,219.9681,55.8372,104.2589,160.0961,25.938,130.4697,288.6787,213.646
2024-05-20 16:00:00,4203.9101,391.7171,380.1105,10123.1971,1200.6389,43.875,16.2337,48.8109,220.0308,56.256,103.8191,160.0751,26.2691,133.17945,292.5627,212.2794
2024-05-20 17:00:00,4169.9326,395.1594,383.4958,10229.9793,1199.5367,43.5,16.2613,48.9199,219.9008,58.4467,105.1522,163.5988,25.495,141.665825,287.9899,213.3643
2024-05-20 18:00:00,4225.727,395.548,383.8777,10201.8288,1200.4969,42.0625,16.1657,49.0106,220.03,58.3388,105.5069,163.8457,25.7955,150.352825,291.8037,218.6959
2024-05-20 19:00:00,4166.1029,392.7159,381.0873,10114.5666,1199.449,41.875,16.173,48.9334,219.9879,57.4839,103.618,161.102,25.8608,139.824775,289.1131,216.9786
2024-05-20 20:00:00,4176.4849,393.8161,382.3597,10295.071,1200.5256,42.375,15.0359,49.0707,219.9399,57.2985,105.1224,162.4208,25.7271,145.510025,289.3134,217.1661
2024-05-20 21:00:00,4156.2858,394.882,383.3533,10237.9905,1199.3486,42.125,14.3892,49.2329,220.0477,57.4148,105.8858,163.3006,25.4539,143.801425,287.0739,222.3622
2024-05-20 22:00:00,4206.0,392.7389,381.1475,10316.9885,1200.4162,41.6875,15.7192,48.958,219.9532,57.0514,104.1427,161.1941,26.0976,142.72135,292.0636,226.2176
2024-05-20 23:00:00,4176.5593,396.5759,384.9839,10255.3903,1199.7689,41.75,17.2095,48.9786,219.9485,57.8268,107.2064,165.0332,25.309,142.020175,287.5879,231.6838
2024-05-21 00:00:00,4215.2048,395.9482,384.4336,10265.3038,1200.298,41.25,17.7119,49.0437,219.9932,58.0292,106.4144,164.4436,25.6366,150.557225,290.6653,234.2871
2024-05-21 01:00:00,4156.9299,395.3903,383.8714,10201.7689,1199.8266,40.9375,17.8909,49.1227,219.9409,58.8428,105.0896,163.9323,25.3633,151.020775,286.9336,226.2886
2024-05-21 02:00:00,4186.1227,393.4832,382.0978,10181.9908,1200.2184,41.125,17.6573,49.1876,219.9932,58.5535,103.5482,162.1017,25.8302,140.781,290.065,216.0795
2024-05-21 03:00:00,4152.6038,394.8851,383.4429,10089.0709,1199.6432,41.125,17.3485,49.3779,220.0067,58.6484,104.7914,163.4399,25.4114,142.547375,286.8258,216.891
2024-05-21 04:00:00,4196.1102,394.6669,383.3425,9968.2851,1200.2124,41.0625,17.1769,49.1766,219.9332,57.4385,105.9603,163.3988,25.6848,147.279325,290.0045,219.5289
2024-05-21 05:00:00,4147.0069,391.1772,379.8723,9966.7877,1199.735,41.0,17.2703,49.0656,220.0113,57.228,102.6334,159.8614,25.9523,140.9878,288.6159,225.0107
2024-05-21 06:00:00,4183.0641,393.9415,382.5047,10101.0736,1200.1017,41.0625,17.6159,49.2216,219.9354,57.799,104.7649,162.5639,25.7494,149.07265,289.6074,225.3409
2024-05-21 07:00:00,4153.5262,394.0681,382.6336,10285.5877,1199.8964,41.125,17.7505,49.0463,219.9721,57.6105,105.0606,162.6711,25.5395,138.87715,287.4439,230.4752
2024-05-21 08:00:00,4194.3168,393.0055,381.6079,10226.6725,1200.2996,41.4375,17.8879,49.2678,220.0199,57.7371,103.8474,161.5845,25.9644,143.25045,290.9548,236.5504
2024-05-21 09:00:00,4162.6917,394.294,382.7801,10583.3693,1199.5105,41.3125,17.9323,49.1353,219.9222,58.4831,104.3655,162.8485,25.566,152.37985,287.8945,233.2037
2024-05-21 10:00:00,4180.829,397.9651,386.5426,10512.6107,1200.5282,40.9375,18.3341,49.2165,220.0317,59.0749,107.4295,166.5044,25.1176,146.183625,287.1286,230.3705
2024-05-21 11:00:00,4156.7803,397.4624,385.9204,10453.6538,1199.5356,40.9375,18.6264,49.1314,219.9327,59.408,106.5847,165.9927,25.0459,146.4755,285.6355,227.4209
2024-05-21 12:00:00,4217.4455,396.0044,384.4107,10644.2633,1200.4881,41.0,18.8564,48.887,219.9865,58.3381,106.0801,164.4182,25.6546,150.89855,290.8644,223.4716
2024-05-21 13:00:00,4165.8759,395.3607,383.7363,10397.2295,1199.6148,41.375,18.9672,48.9654,220.0034,57.7626,105.9684,163.731,25.4468,137.3168,287.5724,217.6143
2024-05-21 14:00:00,4199.9867,395.3896,383.8373,10412.8193,1200.5505,41.625,19.1493,48.9401,219.9428,57.218,106.6706,163.8885,25.6343,145.53255,290.0684,215.9364
2024-05-21 15:00:00,4179.8134,395.3317,383.6464,10459.1958,1199.5351,41.625,19.1311,48.8182,219.9332,58.4274,105.2941,163.7215,25.5378,145.1656,288.5852,223.8526
2024-05-21 16:00:00,4192.1774,391.4461,379.8766,10440.1036,1200.6692,42.5,18.7623,48.9676,219.9915,57.0211,102.8676,159.8887,26.2231,140.436425,291.9099,223.6176
2024-05-21 17:00:00,4158.915,392.947,381.2912,10254.6447,1199.3626,42.9375,18.7751,49.0324,220.0108,56.3987,104.8825,161.2812,25.798,145.269825,288.509,219.3638
2024-05-21 18:00:00,4209.8417,395.9507,384.4515,10320.1812,1200.5318,41.8125,18.7529,49.1624,219.9423,57.2485,107.2552,164.5037,25.5946,143.493025,290.3211,215.6
2024-05-21 19:00:00,4164.7184,395.5458,383.9135,10193.5012,1199.4774,41.625,18.7963,49.1033,219.9972,57.1275,106.7911,163.9186,25.4154,144.4756,287.3397,211.8887
2024-05-21 20:00:00,4208.2807,393.0114,381.477,10288.8272,1200.4328,41.625,18.9155,48.8791,219.9681,56.6489,104.8607,161.5096,26.059,145.243625,291.9975,209.6152
2024-05-21 21:00:00,4169.087,391.7094,380.0435,10398.1142,1199.719,42.75,18.7588,48.8935,219.9145,56.222,103.9065,160.1285,26.0476,141.2076,290.0785,212.5887
2024-05-21 22:00:00,4211.1013,391.7599,380.1983,10373.5146,1200.2936,43.375,18.6865,48.8089,219.9539,55.4786,104.7652,160.2439,26.2873,140.3665,292.9719,218.1256
2024-05-21 23:00:00,4182.2318,390.221,378.5029,10031.1448,1199.5542,43.6875,18.1838,48.8441,220.0325,57.1128,101.3626,158.4753,26.395,136.103975,291.8461,219.7736
2024-05-22 00:00:00,4129.8808,386.4656,375.2233,9619.2043,1200.5634,43.9375,17.1852,49.2692,219.9259,56.1299,99.1762,155.3061,26.6026,141.345,290.3961,223.5206
2024-05-22 01:00:00,4121.4952,388.8528,377.3965,10031.2785,1199.3197,42.375,15.7717,49.2062,220.0161,56.6057,100.7656,157.3713,26.1912,145.663675,288.2152,225.509
2024-05-22 02:00:00,4212.2863,390.5664,378.9999,10106.9347,1200.0785,40.875,14.9956,49.1055,219.9009,56.873,102.232,159.105,26.4839,138.836075,293.74,223.8816
2024-05-22 03:00:00,4167.8056,394.695,383.1932,10273.8803,1199.9667,40.8125,15.1535,49.154,219.9913,56.5559,106.6532,163.209,25.5465,136.159875,288.127,219.0252
2024-05-22 04:00:00,4184.7601,393.4926,382.0168,10272.4756,1200.5572,41.0,15.5092,49.2417,219.948,55.6751,106.3908,162.0659,25.83,140.87875,290.0647,220.1968
2024-05-22 05:00:00,4140.621,392.8669,381.4338,10128.0733,1199.4208,40.9375,15.5989,49.1704,219.9005,55.8641,105.6704,161.5345,25.636,141.603525,287.1416,223.1776
2024-05-22 06:00:00,4187.7087,394.1125,382.8161,10159.5372,1200.6192,41.0,16.3131,49.0847,220.0165,57.0161,105.7831,162.7992,25.7346,142.1857,289.8414,226.9815
2024-05-22 07:00:00,4152.465,392.8079,381.4039,10295.6778,1199.3978,40.5625,16.5304,49.1426,219.9104,56.2108,105.2817,161.4925,25.7238,142.587625,288.0079,229.9689
2024-05-22 08:00:00,4199.6394,396.5014,385.4046,10282.7401,1200.6348,40.375,16.1077,49.18,219.9818,56.5769,108.8277,165.4046,25.3988,146.162425,289.1304,231.4166
2024-05-22 09:00:00,4156.4646,398.5888,387.1673,10127.7029,1199.0101,40.0625,14.5797,49.1901,219.9333,57.3345,109.894,167.2285,24.8577,145.95335,284.7921,228.7972
2024-05-22 10:00:00,4186.4719,394.155,382.698,10331.8853,1200.8135,40.0625,14.2124,48.8871,219.9597,55.6012,107.1334,162.7346,25.7363,141.955275,289.8646,218.502
2024-05-22 11:00:00,4160.0057,395.3055,383.6975,10399.4294,1199.3998,41.1875,14.4132,48.6992,219.992,55.2088,108.5023,163.7111,25.4231,141.967425,287.1565,214.4418
2024-05-22 12:00:00,4197.6713,394.3688,382.7857,10335.157,1200.7938,41.0625,14.0098,48.7467,220.003,55.8179,106.9578,162.7757,25.7968,154.9736,290.5783,219.2696
2024-05-22 13:00:00,4157.8677,393.6564,382.0118,10228.1545,1199.1764,40.1875,13.6505,48.6149,219.9443,56.885,105.1868,162.0719,25.6636,158.571925,287.9697,227.6409
2024-05-22 14:00:00,4194.8226,394.4227,382.8428,10339.2213,1200.7206,39.1875,13.7685,48.4043,220.009,57.8834,104.9489,162.8324,25.7716,166.09535,290.3394,240.3196
2024-05-22 15:00:00,4160.1383,394.9278,383.3024,10558.7552,1199.4187,37.25,13.7065,48.0764,219.9401,57.8249,105.542,163.3669,25.474,171.261525,287.389,248.7464
2024-05-22 16:00:00,4204.0759,392.6905,381.1606,10580.5531,1200.7056,37.9375,14.33,47.9984,219.9751,57.7347,103.4488,161.1835,26.0931,156.146525,291.9877,237.983
2024-05-22 17:00:00,4173.4296,390.9809,379.2147,10548.9112,1199.441,39.8125,14.9992,48.1064,220.0249,57.2881,101.9103,159.1984,26.2268,149.59575,290.8145,226.6085
2024-05-22 18:00:00,4243.291,390.2466,378.551,10656.7802,1200.5419,40.5,15.3663,48.0225,219.9501,57.0414,101.5515,158.5929,26.7596,150.092325,296.2571,216.4031
2024-05-22 19:00:00,4182.0406,392.0663,380.3901,10608.8876,1199.4419,40.5,15.4658,48.3263,219.9877,57.7307,102.6682,160.3989,26.0864,144.705175,290.6971,207.7519
2024-05-22 20:00:00,4255.6686,394.1233,382.5228,10426.9297,1200.5983,40.5,14.6738,48.3778,219.8893,57.8951,104.7406,162.6357,26.1727,148.015,294.6899,204.2302
2024-05-22 21:00:00,4184.0945,390.2019,378.4214,10403.7467,1199.4218,41.375,14.695,48.3311,219.9219,56.7416,101.7658,158.5074,26.4102,147.261525,292.0276,204.4083
2024-05-22 22:00:00,4226.5046,391.3926,379.9651,10421.5391,1200.5918,41.625,14.4719,48.2822,220.011,56.7573,103.1935,159.9508,26.4286,147.260475,294.2188,209.1175
2024-05-22 23:00:00,4196.5403,391.4722,379.7143,10214.915,1199.2004,41.125,14.1733,48.4934,219.9829,57.0459,102.6791,159.7251,26.2834,145.318875,292.049,209.5927
2024-05-23 00:00:00,4231.66,392.363,380.7042,10478.0447,1200.7118,41.5,14.2632,48.2623,219.963,56.5883,104.1501,160.7384,26.34,150.46835,294.1886,211.083
2024-05-23 01:00:00,4174.6633,392.6411,380.9802,10156.3166,1199.3577,41.5,14.5948,48.2753,219.9231,56.5985,104.4599,161.0584,25.9359,146.33345,289.8274,207.1245
2024-05-23 02:00:00,4214.7345,391.0686,379.5305,10197.0666,1200.7272,41.4375,14.8407,48.3034,219.9482,55.0272,104.5611,159.5883,26.4187,143.098425,293.7062,202.2048
2024-05-23 03:00:00,4181.0833,391.3499,379.7083,10134.3987,1199.3714,42.125,14.9533,48.4277,220.0183,54.5117,105.1812,159.693,26.1878,137.775675,290.9931,198.1329
2024-05-23 04:00:00,4209.3666,388.3659,377.0768,10077.3102,1200.6097,42.6875,15.8155,48.3552,220.0147,54.9325,102.1257,157.0582,26.8063,142.923925,294.7846,203.1724
2024-05-23 05:00:00,4151.1436,390.7379,379.2722,9930.6033,1199.3109,43.0,16.0298,48.2177,219.9304,55.8997,103.4511,159.3507,26.056,149.187525,289.1791,211.1376
2024-05-23 06:00:00,4195.529,389.3747,377.9337,10169.8878,1200.6821,42.875,16.1386,48.4543,219.9691,55.6387,102.3394,157.9781,26.5631,146.652175,293.3304,214.4867
2024-05-23 07:00:00,4158.9861,385.9131,374.2247,10138.1234,1199.3685,43.0625,16.4666,48.2989,219.9924,53.2556,100.9851,154.2407,26.9744,140.25675,292.8387,218.474
2024-05-23 08:00:00,4201.0098,386.1007,374.4625,10296.6065,1200.6692,42.6875,16.8003,48.3816,219.9451,53.0706,101.4587,154.5293,27.1924,148.159925,295.8729,228.3189
2024-05-23 09:00:00,4167.4455,389.3759,377.6563,10272.1057,1199.4565,41.8125,16.6938,48.5747,220.0269,56.3261,101.2984,157.6244,26.4489,141.721625,291.3186,233.779
2024-05-23 10:00:00,4240.4989,392.6827,380.8874,10450.7969,1200.2908,41.5625,15.8923,48.6529,219.9553,58.4974,102.432,160.9294,26.3647,145.455425,294.6538,228.5346
2024-05-23 11:00:00,4198.4841,396.1539,384.2763,10425.8579,1199.5967,42.375,16.5843,48.8072,219.9505,58.9124,105.4182,164.3306,25.5558,152.8269,289.5213,220.4251
2024-05-23 12:00:00,4234.8873,397.1809,385.4039,10512.3916,1200.552,42.3125,16.3755,48.7878,220.0202,58.8091,106.5703,165.3794,25.615,147.077875,291.4987,220.238
2024-05-23 13:00:00,4194.3081,395.2286,383.3255,10510.283,1199.3957,42.0625,15.5595,48.6565,219.9393,57.0975,106.2913,163.3888,25.6827,144.9111,289.7626,222.2124
2024-05-23 14:00:00,4232.0525,397.9271,386.142,10200.5816,1200.589,41.6875,15.4351,48.6719,219.9815,57.9555,108.2058,166.1614,25.4792,143.050975,290.8924,226.9329
2024-05-23 15:00:00,4194.5338,396.5591,384.6413,10384.8813,1199.5072,40.5625,14.8396,48.5784,219.9855,57.998,106.6623,164.6603,25.4793,150.6548,288.9861,235.3611
2024-05-23 16:00:00,4239.3106,394.8044,382.971,10381.2069,1200.5453,40.125,15.1505,48.3196,219.8882,58.4887,104.5964,163.0851,25.9959,153.86005,293.2362,239.6082
2024-05-23 17:00:00,4201.1061,399.3206,387.4687,10267.0678,1199.3592,40.0,15.3242,48.1222,220.0181,58.8334,108.6165,167.4499,25.0928,154.45475,287.7324,240.2254
2024-05-23 18:00:00,4236.0801,399.4303,387.6594,10455.705,1200.7369,40.75,15.3826,48.4327,219.9521,59.2918,108.4076,167.6994,25.2645,147.742,290.2797,230.5575
2024-05-23 19:00:00,4199.3707,396.4893,384.7016,10500.3699,1199.3605,39.75,15.7637,48.355,219.9007,59.9952,104.8026,164.7978,25.4845,156.17975,289.2374,230.8171
2024-05-23 20:00:00,4230.4056,394.8243,383.1362,10541.0378,1200.7232,40.625,16.1249,48.2377,219.9571,58.3751,104.8044,163.1795,25.9334,149.517975,292.6008,222.8742
2024-05-23 21:00:00,4190.8039,395.509,383.7034,10285.0289,1199.4231,42.0,16.0516,48.396,220.0288,57.3765,106.2961,163.6726,25.605,148.346825,289.2347,217.3152
2024-05-23 22:00:00,4242.669,392.6375,380.9959,10203.4094,1200.3772,42.25,15.427,48.5422,219.98,57.6025,103.4094,161.0119,26.3553,145.662975,294.6763,221.568
2024-05-23 23:00:00,4199.3418,394.0467,382.1718,10403.232,1199.5105,42.375,15.3075,48.4761,219.9619,57.4704,104.7527,162.2231,25.8911,147.5277,290.7859,226.8257
2024-05-24 00:00:00,4241.1452,394.4208,382.6751,10250.8219,1200.5916,42.375,15.4321,48.472,219.9657,58.2518,104.4572,162.709,26.0719,149.84115,293.6013,227.1311
2024-05-24 01:00:00,4210.5446,398.5357,386.7139,10265.2685,1199.3983,42.4375,15.968,48.2949,220.0401,57.9935,108.6858,166.6793,25.2673,154.967125,288.8488,232.2966
